0	the tonal shifts are jolting , and though wen's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .
0	kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .
0	this isn't exactly profound cinema , but it's good-natured and sometimes quite funny .
1	a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .
0	the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .
1	the gantzes' interviews tend to let the guys off the hook .
0	'interesante y disfrutable trabajo gracias a que prescinde del clásico elemento estadounidense patriotero y manipulador . '
0	spider-man is in the same category as x-men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .
0	there aren't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs . the big guys .
0	there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .
1	another useless recycling of a brutal mid-'70s american sports movie .
1	. . . too dull to enjoy .
1	verbinski substitutes atmosphere for action , tedium for thrills .
1	children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it .
1	imagine a really bad community theater production of west side story without the songs .
1	another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .
0	as a good old-fashioned adventure for kids , spirit : stallion of the cimarron is a winner .
0	the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .
1	the elements were all there but lack of a pyschological center knocks it flat .
1	there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .
0	an infinitely wittier version of the home alone formula .
1	it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental .
0	a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .
1	there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening .
0	a film about female friendship that men can embrace and women will talk about for hours .
0	" 13 conversations about one thing " is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .
0	the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff's documentary , hell house , reflects their earnestness  which makes for a terrifying film .
0	the series' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls' amusing personalities .
0	for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .
1	a beyond-lame satire , teddy bears' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .
1	with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss , there isn't a redeeming moment here .
0	vampire epic succeeds as spooky action-packed trash of the highest order .
1	it's a shame that the storyline and its underlying themes . . . finally seem so impersonal or even shallow .
0	angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately .
1	just dreadful . i don't blame eddie murphy but shouldn't owen wilson know a movie must have a story and a script ?
1	it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .
0	" spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff . if you're a comic fan , you can't miss it . if you're not , you'll still have a good time . "
1	the movie eventually snaps under the strain of its plot contrivances and its need to reassure .
0	pete's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .
1	woefully pretentious .
0	at its best , the good girl is a refreshingly adult take on adultery . . .
1	[less a movie than] an appalling , odoriferous thing . . . so rotten in almost every single facet of production that you'll want to crawl up your own * * * in embarrassment .
0	one of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .
1	jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .
1	its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .
1	the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .
1	it's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .
1	as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .
1	too lazy to take advantage of its semi-humorous premise .
0	takes a simple premise and carries it to unexpected heights .
1	the film contains no good jokes , no good scenes , barely a moment when carvey's saturday night live-honed mimicry rises above the level of embarrassment .
1	there is nothing redeeming about this movie .
1	can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality .
0	a rather brilliant little cult item : a pastiche of children's entertainment , superhero comics , and japanese animation .
0	morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .
1	this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .
1	worthless , from its pseudo-rock-video opening to the idiocy of its last frames .
1	[seagal's] strenuous attempt at a change in expression could very well clinch him this year's razzie .
0	an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .
1	the pace of the film is very slow ( for obvious reasons ) and that too becomes off-putting .
1	as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .
1	even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney .
1	anemic , pretentious .
0	at times the guys taps into some powerful emotions , but this kind of material is more effective on stage . it's not a motion picture ; it's an utterly static picture .
0	michael gerbosi's script is economically packed with telling scenes .
1	costner's warm-milk persona is just as ill-fitting as shadyac's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier .
0	quite funny for the type of movie it is . . .
0	alternating between facetious comic parody and pulp melodrama , this smart-aleck movie . . . tosses around some intriguing questions about the difference between human and android life .
0	by its modest , straight-ahead standards , undisputed scores a direct hit .
1	. . . the efforts of its star , kline , to lend some dignity to a dumb story are for naught .
1	flashy gadgets and whirling fight sequences may look cool , but they can't distract from the flawed support structure holding equilibrium up .
1	an already thin story boils down to surviving invaders seeking an existent anti-virus . if only there were one for this kind of movie .
0	quite simply , a joy to watch and--especially--to listen to .
1	you'd be hard put to find a movie character more unattractive or odorous [than leon] .
1	too much of it feels unfocused and underdeveloped .
1	these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .
0	at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second .
1	if jews were catholics , this would be catechism
1	the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes .
1	boring and meandering .
0	drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst .
0	[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .
0	its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway .
1	decent but dull .
1	the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again .
1	consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire .
0	a meatier deeper beginning and/or ending would have easily tipped this film into the " a " range , as is , it's a very very strong " b+ . " i love the robust middle of this picture .
0	[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .
0	renner carries much of the film with a creepy and dead-on performance .
1	the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable .
1	plays like a checklist of everything rob reiner and his cast were sending up .
0	an enthralling aesthetic experience , one that's steeped in mystery and a ravishing , baroque beauty .
1	fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique .
1	a cautionary tale about the folly of superficiality that is itself endlessly superficial .
0	an enjoyable film for the family , amusing and cute for both adults and kids .
0	norton is magnetic as graham .
0	though the film's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare .
0	an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution .
1	it's a grab bag of genres that don't add up to a whole lot of sense .
0	sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress .
0	a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .
1	extremely bad .
1	crikey indeed .
0	witherspoon puts to rest her valley-girl image , but it's dench who really steals the show .
1	you're too conscious of the effort it takes to be this spontaneous .
0	although it includes a fair share of dumb drug jokes and predictable slapstick , " orange county " is far funnier than it would seem to have any right to be .
